task,kind,subset,architecture,seed,split,reference_scope,baseline,baseline_subset,participant,gain
attention_primary,regression,full,TCN,20260908,test,full,ridge,full,P16,-0.008158782020537547
attention_primary,regression,full,TCN,20260908,test,full,ridge,full,P37,-0.001674258225280667
attention_primary,regression,full,TCN,20260908,test,full,ridge,full,P39,0.01398056659871516
attention_primary,regression,full,TCN,20260908,test,full,ridge,full,P45,0.0058787454638897785
attention_primary,regression,full,TCN,20260908,test,full,ridge,full,P5,0.010509251117393426
attention_primary,regression,full,LSTM,20260907,validation,matched,ridge,full,P23,-0.023022501648046534
attention_primary,regression,full,LSTM,20260907,validation,matched,ridge,full,P28,0.0026706944861699666
attention_primary,regression,full,LSTM,20260907,validation,matched,ridge,full,P31,-0.005137916774744289
attention_primary,regression,full,LSTM,20260907,validation,matched,ridge,full,P32,0.01499364428342742
attention_primary,regression,full,LSTM,20260907,validation,matched,ridge,full,P38,-0.0063710869406869985
attention_primary,regression,full,LSTM,20260907,validation,matched,ridge,full,P41,-0.008868721710553196
attention_primary,regression,full,LSTM,20260907,validation,matched,ridge,full,P47,-0.010890719845887409
attention_primary,regression,full,LSTM,20260907,validation,matched,ridge,full,P6,0.012105866536470278
attention_primary,regression,full,LSTM,20260907,validation,full,ridge,full,P23,-0.023022501648046534
attention_primary,regression,full,LSTM,20260907,validation,full,ridge,full,P28,0.0026706944861699666
attention_primary,regression,full,LSTM,20260907,validation,full,ridge,full,P31,-0.005137916774744289
attention_primary,regression,full,LSTM,20260907,validation,full,ridge,full,P32,0.01499364428342742
attention_primary,regression,full,LSTM,20260907,validation,full,ridge,full,P38,-0.0063710869406869985
attention_primary,regression,full,LSTM,20260907,validation,full,ridge,full,P41,-0.008868721710553196
attention_primary,regression,full,LSTM,20260907,validation,full,ridge,full,P47,-0.010890719845887409
attention_primary,regression,full,LSTM,20260907,validation,full,ridge,full,P6,0.012105866536470278
attention_primary,regression,full,LSTM,20260907,test,matched,ridge,full,P10,-0.008488223008704887
attention_primary,regression,full,LSTM,20260907,test,matched,ridge,full,P11,-0.002685128584405838
attention_primary,regression,full,LSTM,20260907,test,matched,ridge,full,P15,0.0020375783720212315
attention_primary,regression,full,LSTM,20260907,test,matched,ridge,full,P16,-0.012589241892095648
attention_primary,regression,full,LSTM,20260907,test,matched,ridge,full,P37,-0.009998826452366716
attention_primary,regression,full,LSTM,20260907,test,matched,ridge,full,P39,0.006548325609001759
attention_primary,regression,full,LSTM,20260907,test,matched,ridge,full,P45,-0.004977077660043738
attention_primary,regression,full,LSTM,20260907,test,matched,ridge,full,P5,0.014185937890885514
attention_primary,regression,full,LSTM,20260907,test,full,ridge,full,P10,-0.008488223008704887
attention_primary,regression,full,LSTM,20260907,test,full,ridge,full,P11,-0.002685128584405838
attention_primary,regression,full,LSTM,20260907,test,full,ridge,full,P15,0.0020375783720212315
attention_primary,regression,full,LSTM,20260907,test,full,ridge,full,P16,-0.012589241892095648
attention_primary,regression,full,LSTM,20260907,test,full,ridge,full,P37,-0.009998826452366716
attention_primary,regression,full,LSTM,20260907,test,full,ridge,full,P39,0.006548325609001759
attention_primary,regression,full,LSTM,20260907,test,full,ridge,full,P45,-0.004977077660043738
attention_primary,regression,full,LSTM,20260907,test,full,ridge,full,P5,0.014185937890885514
attention_primary,regression,full,LSTM,20260908,validation,matched,ridge,full,P23,-0.010798436187182237
attention_primary,regression,full,LSTM,20260908,validation,matched,ridge,full,P28,-7.261671092184674e-05
attention_primary,regression,full,LSTM,20260908,validation,matched,ridge,full,P31,-0.008484814179438027
attention_primary,regression,full,LSTM,20260908,validation,matched,ridge,full,P32,0.005624317352207031
attention_primary,regression,full,LSTM,20260908,validation,matched,ridge,full,P38,-0.0056825343969983955
attention_primary,regression,full,LSTM,20260908,validation,matched,ridge,full,P41,0.001806445139188595
attention_primary,regression,full,LSTM,20260908,validation,matched,ridge,full,P47,-0.0043836568389372665
attention_primary,regression,full,LSTM,20260908,validation,matched,ridge,full,P6,0.008608045895494354
attention_primary,regression,full,LSTM,20260908,validation,full,ridge,full,P23,-0.010798436187182237
attention_primary,regression,full,LSTM,20260908,validation,full,ridge,full,P28,-7.261671092184674e-05
attention_primary,regression,full,LSTM,20260908,validation,full,ridge,full,P31,-0.008484814179438027
attention_primary,regression,full,LSTM,20260908,validation,full,ridge,full,P32,0.005624317352207031
attention_primary,regression,full,LSTM,20260908,validation,full,ridge,full,P38,-0.0056825343969983955
attention_primary,regression,full,LSTM,20260908,validation,full,ridge,full,P41,0.001806445139188595
attention_primary,regression,full,LSTM,20260908,validation,full,ridge,full,P47,-0.0043836568389372665
attention_primary,regression,full,LSTM,20260908,validation,full,ridge,full,P6,0.008608045895494354
attention_primary,regression,full,LSTM,20260908,test,matched,ridge,full,P10,0.0020501903633951546
attention_primary,regression,full,LSTM,20260908,test,matched,ridge,full,P11,-0.006407288062890704
attention_primary,regression,full,LSTM,20260908,test,matched,ridge,full,P15,-0.0001874084512243357
attention_primary,regression,full,LSTM,20260908,test,matched,ridge,full,P16,-0.007261389661411655
attention_primary,regression,full,LSTM,20260908,test,matched,ridge,full,P37,-0.003243277196275818
attention_primary,regression,full,LSTM,20260908,test,matched,ridge,full,P39,0.01742943480524295
attention_primary,regression,full,LSTM,20260908,test,matched,ridge,full,P45,-0.001631031868265076
attention_primary,regression,full,LSTM,20260908,test,matched,ridge,full,P5,0.011371274589903502
attention_primary,regression,full,LSTM,20260908,test,full,ridge,full,P10,0.0020501903633951546
attention_primary,regression,full,LSTM,20260908,test,full,ridge,full,P11,-0.006407288062890704
attention_primary,regression,full,LSTM,20260908,test,full,ridge,full,P15,-0.0001874084512243357
attention_primary,regression,full,LSTM,20260908,test,full,ridge,full,P16,-0.007261389661411655
attention_primary,regression,full,LSTM,20260908,test,full,ridge,full,P37,-0.003243277196275818
attention_primary,regression,full,LSTM,20260908,test,full,ridge,full,P39,0.01742943480524295
attention_primary,regression,full,LSTM,20260908,test,full,ridge,full,P45,-0.001631031868265076
attention_primary,regression,full,LSTM,20260908,test,full,ridge,full,P5,0.011371274589903502
attention_primary,regression,full,BiLSTM,20260907,validation,matched,ridge,full,P23,-0.01728312510663277
attention_primary,regression,full,BiLSTM,20260907,validation,matched,ridge,full,P28,-0.0052975525322004335
attention_primary,regression,full,BiLSTM,20260907,validation,matched,ridge,full,P31,0.0011289514819845525
attention_primary,regression,full,BiLSTM,20260907,validation,matched,ridge,full,P32,0.009378696720243496
attention_primary,regression,full,BiLSTM,20260907,validation,matched,ridge,full,P38,0.0009335895253378412
attention_primary,regression,full,BiLSTM,20260907,validation,matched,ridge,full,P41,-0.0046406932676461565
attention_primary,regression,full,BiLSTM,20260907,validation,matched,ridge,full,P47,-0.011434342997289626
attention_primary,regression,full,BiLSTM,20260907,validation,matched,ridge,full,P6,0.01021093805224027
attention_primary,regression,full,BiLSTM,20260907,validation,full,ridge,full,P23,-0.01728312510663277
attention_primary,regression,full,BiLSTM,20260907,validation,full,ridge,full,P28,-0.0052975525322004335
attention_primary,regression,full,BiLSTM,20260907,validation,full,ridge,full,P31,0.0011289514819845525
attention_primary,regression,full,BiLSTM,20260907,validation,full,ridge,full,P32,0.009378696720243496
attention_primary,regression,full,BiLSTM,20260907,validation,full,ridge,full,P38,0.0009335895253378412
attention_primary,regression,full,BiLSTM,20260907,validation,full,ridge,full,P41,-0.0046406932676461565
attention_primary,regression,full,BiLSTM,20260907,validation,full,ridge,full,P47,-0.011434342997289626
attention_primary,regression,full,BiLSTM,20260907,validation,full,ridge,full,P6,0.01021093805224027
attention_primary,regression,full,BiLSTM,20260907,test,matched,ridge,full,P10,-0.0013319860858269639
attention_primary,regression,full,BiLSTM,20260907,test,matched,ridge,full,P11,-0.013515809965327641
attention_primary,regression,full,BiLSTM,20260907,test,matched,ridge,full,P15,0.0017649017936949285
attention_primary,regression,full,BiLSTM,20260907,test,matched,ridge,full,P16,-0.0039824646215699255
attention_primary,regression,full,BiLSTM,20260907,test,matched,ridge,full,P37,-0.016939695667626653
attention_primary,regression,full,BiLSTM,20260907,test,matched,ridge,full,P39,0.015649888763814346
attention_primary,regression,full,BiLSTM,20260907,test,matched,ridge,full,P45,-0.000810754639910094
attention_primary,regression,full,BiLSTM,20260907,test,matched,ridge,full,P5,0.005177281578949144
attention_primary,regression,full,BiLSTM,20260907,test,full,ridge,full,P10,-0.0013319860858269639
attention_primary,regression,full,BiLSTM,20260907,test,full,ridge,full,P11,-0.013515809965327641
attention_primary,regression,full,BiLSTM,20260907,test,full,ridge,full,P15,0.0017649017936949285
attention_primary,regression,full,BiLSTM,20260907,test,full,ridge,full,P16,-0.0039824646215699255
attention_primary,regression,full,BiLSTM,20260907,test,full,ridge,full,P37,-0.016939695667626653
attention_primary,regression,full,BiLSTM,20260907,test,full,ridge,full,P39,0.015649888763814346
attention_primary,regression,full,BiLSTM,20260907,test,full,ridge,full,P45,-0.000810754639910094
attention_primary,regression,full,BiLSTM,20260907,test,full,ridge,full,P5,0.005177281578949144
attention_primary,regression,full,BiLSTM,20260908,validation,matched,ridge,full,P23,-0.030574328662146044
attention_primary,regression,full,BiLSTM,20260908,validation,matched,ridge,full,P28,0.009894045151294772
attention_primary,regression,full,BiLSTM,20260908,validation,matched,ridge,full,P31,0.011561226266616598
attention_primary,regression,full,BiLSTM,20260908,validation,matched,ridge,full,P32,0.013823297421652447
attention_primary,regression,full,BiLSTM,20260908,validation,matched,ridge,full,P38,-0.003935817753273119
attention_primary,regression,full,BiLSTM,20260908,validation,matched,ridge,full,P41,-0.0018520498562712984
attention_primary,regression,full,BiLSTM,20260908,validation,matched,ridge,full,P47,-0.00802677446953548
attention_primary,regression,full,BiLSTM,20260908,validation,matched,ridge,full,P6,0.00925319475830555
attention_primary,regression,full,BiLSTM,20260908,validation,full,ridge,full,P23,-0.030574328662146044
attention_primary,regression,full,BiLSTM,20260908,validation,full,ridge,full,P28,0.009894045151294772
attention_primary,regression,full,BiLSTM,20260908,validation,full,ridge,full,P31,0.011561226266616598
attention_primary,regression,full,BiLSTM,20260908,validation,full,ridge,full,P32,0.013823297421652447
