scope,reference,participant,delta
stack_global_C0.01,previous_geometric,P3,-0.0351966873706005
stack_global_C0.01,previous_geometric,P30,0.07904844085748608
stack_global_C0.01,previous_geometric,P33,0.01909184726522184
stack_global_C0.01,previous_geometric,P34,0.0669920141969832
stack_global_C0.01,previous_geometric,P35,-0.011111111111111127
stack_global_C0.01,previous_geometric,P36,0.08646014618865294
stack_global_C0.01,previous_geometric,P4,0.07625272331154681
stack_global_C0.01,previous_geometric,P40,-0.0041152263374485964
stack_global_C0.01,previous_geometric,P43,-0.04692022339081159
stack_global_C0.01,previous_geometric,P44,-0.06571388538601647
stack_global_C0.01,previous_geometric,P46,0.0012755102040817312
stack_global_C0.01,previous_geometric,P48,-0.006768189509306244
stack_global_C0.01,previous_geometric,P8,0.08633705475810738
stack_global_C0.01,previous_geometric,P9,-0.06415548675610588
stack_global_C0.01,previous_tuned_logistic,P12,-0.047619047619047505
stack_global_C0.01,previous_tuned_logistic,P13,0.02183343564559037
stack_global_C0.01,previous_tuned_logistic,P18,0.03609341825902335
stack_global_C0.01,previous_tuned_logistic,P19,-0.1615303983228511
stack_global_C0.01,previous_tuned_logistic,P2,-0.051256973121785065
stack_global_C0.01,previous_tuned_logistic,P20,0.008502512812857743
stack_global_C0.01,previous_tuned_logistic,P21,0.09483677225612719
stack_global_C0.01,previous_tuned_logistic,P22,0.10017027378231846
stack_global_C0.01,previous_tuned_logistic,P24,-0.0017923556033516697
stack_global_C0.01,previous_tuned_logistic,P26,-0.0666666666666666
stack_global_C0.01,previous_tuned_logistic,P27,0.040888144113950586
stack_global_C0.01,previous_tuned_logistic,P3,-0.045548654244306375
stack_global_C0.01,previous_tuned_logistic,P30,0.03703703703703709
stack_global_C0.01,previous_tuned_logistic,P33,0.026808852195849164
stack_global_C0.01,previous_tuned_logistic,P34,0.0071872227151730805
stack_global_C0.01,previous_tuned_logistic,P35,0.014814814814814836
stack_global_C0.01,previous_tuned_logistic,P36,0.08628611207796721
stack_global_C0.01,previous_tuned_logistic,P4,0.07189542483660127
stack_global_C0.01,previous_tuned_logistic,P40,1.2623393673139027e-05
stack_global_C0.01,previous_tuned_logistic,P43,-0.013812454988925471
stack_global_C0.01,previous_tuned_logistic,P44,-0.010668748373666381
stack_global_C0.01,previous_tuned_logistic,P46,0.015306122448979609
stack_global_C0.01,previous_tuned_logistic,P48,-0.01692047377326561
stack_global_C0.01,previous_tuned_logistic,P8,0.03067517278043591
stack_global_C0.01,previous_tuned_logistic,P9,-0.06601307189542488
stack_global_C0.1,previous_geometric,P12,-0.026183493925429346
stack_global_C0.1,previous_geometric,P13,-0.0497851442602823
stack_global_C0.1,previous_geometric,P18,0.04033970276008492
stack_global_C0.1,previous_geometric,P19,-0.11349580712788249
stack_global_C0.1,previous_geometric,P2,-0.012750851264217933
stack_global_C0.1,previous_geometric,P20,-0.04034184206597996
stack_global_C0.1,previous_geometric,P21,0.10941586748038362
stack_global_C0.1,previous_geometric,P22,0.015257427073531393
stack_global_C0.1,previous_geometric,P24,-0.04427118340278713
stack_global_C0.1,previous_geometric,P26,-0.13142857142857134
stack_global_C0.1,previous_geometric,P27,-0.0685518782292977
stack_global_C0.1,previous_geometric,P3,-0.09523809523809523
stack_global_C0.1,previous_geometric,P30,0.0419775645906299
stack_global_C0.1,previous_geometric,P33,0.005526889118220413
stack_global_C0.1,previous_geometric,P34,0.007897071872227102
stack_global_C0.1,previous_geometric,P35,0.027777777777777735
stack_global_C0.1,previous_geometric,P36,0.07868662257802528
stack_global_C0.1,previous_geometric,P4,0.10675381263616562
stack_global_C0.1,previous_geometric,P40,0.018594258880557435
stack_global_C0.1,previous_geometric,P43,-0.07714048890519476
stack_global_C0.1,previous_geometric,P44,-0.08045597389859682
stack_global_C0.1,previous_geometric,P46,-0.022959183673469274
stack_global_C0.1,previous_geometric,P48,0.016920473773265665
stack_global_C0.1,previous_geometric,P8,0.05614035087719299
stack_global_C0.1,previous_geometric,P9,-0.06588693957115005
stack_global_C0.1,previous_tuned_logistic,P12,-0.047716799329702464
stack_global_C0.1,previous_tuned_logistic,P13,-0.031542868835686466
stack_global_C0.1,previous_tuned_logistic,P18,0.05520169851380041
stack_global_C0.1,previous_tuned_logistic,P19,-0.14906970649895174
stack_global_C0.1,previous_tuned_logistic,P2,-0.017344055640078238
stack_global_C0.1,previous_tuned_logistic,P20,-0.03466313380106478
stack_global_C0.1,previous_tuned_logistic,P21,0.08778455875230079
stack_global_C0.1,previous_tuned_logistic,P22,0.09248554913294799
stack_global_C0.1,previous_tuned_logistic,P24,0.05034278800914105
stack_global_C0.1,previous_tuned_logistic,P26,-0.10476190476190472
stack_global_C0.1,previous_tuned_logistic,P27,-0.06447423544197745
stack_global_C0.1,previous_tuned_logistic,P3,-0.10559006211180111
stack_global_C0.1,previous_tuned_logistic,P30,-3.383922981908816e-05
stack_global_C0.1,previous_tuned_logistic,P33,0.013243894048847737
stack_global_C0.1,previous_tuned_logistic,P34,-0.051907719609583014
stack_global_C0.1,previous_tuned_logistic,P35,0.0537037037037037
stack_global_C0.1,previous_tuned_logistic,P36,0.07851258846733955
stack_global_C0.1,previous_tuned_logistic,P4,0.10239651416122009
stack_global_C0.1,previous_tuned_logistic,P40,0.02272210861167917
stack_global_C0.1,previous_tuned_logistic,P43,-0.04403272050330864
stack_global_C0.1,previous_tuned_logistic,P44,-0.025410836886246735
stack_global_C0.1,previous_tuned_logistic,P46,-0.008928571428571397
stack_global_C0.1,previous_tuned_logistic,P48,0.006768189509306299
stack_global_C0.1,previous_tuned_logistic,P8,0.0004784688995215225
stack_global_C0.1,previous_tuned_logistic,P9,-0.06774452471046905
stack_participant_C0.001,previous_geometric,P12,-0.020737327188940058
stack_participant_C0.001,previous_geometric,P13,-0.002342950685492007
stack_participant_C0.001,previous_geometric,P18,-0.002123142250530785
stack_participant_C0.001,previous_geometric,P19,-0.14414308176100618
stack_participant_C0.001,previous_geometric,P2,-0.06455842932695788
stack_participant_C0.001,previous_geometric,P20,0.005162462059013773
stack_participant_C0.001,previous_geometric,P21,0.09805289160127867
stack_participant_C0.001,previous_geometric,P22,-0.008603306896088181
stack_participant_C0.001,previous_geometric,P24,-0.0949388358650356
stack_participant_C0.001,previous_geometric,P26,-0.057142857142856995
stack_participant_C0.001,previous_geometric,P27,-0.14175394497975147
stack_participant_C0.001,previous_geometric,P3,-0.051759834368530044
stack_participant_C0.001,previous_geometric,P30,0.06779689694262558
stack_participant_C0.001,previous_geometric,P33,0.03821809425524597
stack_participant_C0.001,previous_geometric,P34,0.12914818101153502
stack_participant_C0.001,previous_geometric,P35,-0.003703703703703709
stack_participant_C0.001,previous_geometric,P36,0.11331941060447848
stack_participant_C0.001,previous_geometric,P4,0.08932461873638337
stack_participant_C0.001,previous_geometric,P40,-0.00030296144815572523
stack_participant_C0.001,previous_geometric,P43,-0.017820988409223748
stack_participant_C0.001,previous_geometric,P44,-0.11136131627934903
stack_participant_C0.001,previous_geometric,P46,0.1313775510204082
stack_participant_C0.001,previous_geometric,P48,-0.02368866328257191
stack_participant_C0.001,previous_geometric,P8,0.14402673350041773
stack_participant_C0.001,previous_geometric,P9,-0.020227038183694535
stack_participant_C0.001,previous_tuned_logistic,P12,-0.042270632593213175
stack_participant_C0.001,previous_tuned_logistic,P13,0.015899324739103826
stack_participant_C0.001,previous_tuned_logistic,P18,0.01273885350318471
stack_participant_C0.001,previous_tuned_logistic,P19,-0.17971698113207543
stack_participant_C0.001,previous_tuned_logistic,P2,-0.06915163370281818
stack_participant_C0.001,previous_tuned_logistic,P20,0.01084117032392895
stack_participant_C0.001,previous_tuned_logistic,P21,0.07642158287319584
stack_participant_C0.001,previous_tuned_logistic,P22,0.06862481516332841
stack_participant_C0.001,previous_tuned_logistic,P24,-0.00032486445310742074
stack_participant_C0.001,previous_tuned_logistic,P26,-0.03047619047619038
stack_participant_C0.001,previous_tuned_logistic,P27,-0.1376763021924312
stack_participant_C0.001,previous_tuned_logistic,P3,-0.06211180124223592
stack_participant_C0.001,previous_tuned_logistic,P30,0.025785493122176595
stack_participant_C0.001,previous_tuned_logistic,P33,0.045935099185873296
stack_participant_C0.001,previous_tuned_logistic,P34,0.06934338952972491
stack_participant_C0.001,previous_tuned_logistic,P35,0.022222222222222254
stack_participant_C0.001,previous_tuned_logistic,P36,0.11314537649379275
stack_participant_C0.001,previous_tuned_logistic,P4,0.08496732026143783
stack_participant_C0.001,previous_tuned_logistic,P40,0.0038248882829660102
stack_participant_C0.001,previous_tuned_logistic,P43,0.01528677999266237
stack_participant_C0.001,previous_tuned_logistic,P44,-0.056316179266998945
stack_participant_C0.001,previous_tuned_logistic,P46,0.1454081632653061
stack_participant_C0.001,previous_tuned_logistic,P48,-0.033840947546531275
stack_participant_C0.001,previous_tuned_logistic,P8,0.08836485152274626
stack_participant_C0.001,previous_tuned_logistic,P9,-0.02208462332301353
